瘤痢疙,老矫,扁柯(∑C),浅加(m/s),浅氢(16规困),嚼档(%),刘扁拘(hPa),捞浇痢柯档(∑C),泅瘤扁拘(hPa),秦搁扁拘(hPa),傈款樊(10盒困),吝窍摸款樊(10盒困),矫沥(10m),瘤搁柯档(∑C)
颇林,2024-04-12 01:00,7.5,0.5,180.0,92.0,9.5,6.2,1017.6,1021.4,0.0,0.0,1043.0,8.8
颇林,2024-04-12 02:00,6.9,0.2,0.0,95.0,9.4,6.1,1017.4,1021.2,0.0,0.0,791.0,8.3
颇林,2024-04-12 03:00,6.5,0.3,0.0,96.0,9.3,5.9,1017.4,1021.2,0.0,0.0,754.0,7.8
颇林,2024-04-12 04:00,6.6,0.2,0.0,98.0,9.5,6.3,1017.4,1021.2,7.0,7.0,646.0,8.8
颇林,2024-04-12 05:00,7.8,0.4,0.0,96.0,10.1,7.1,1017.3,1021.1,7.0,7.0,747.0,9.6
颇林,2024-04-12 06:00,7.5,0.8,90.0,94.0,9.7,6.5,1017.0,1020.8,0.0,0.0,394.0,8.6
颇林,2024-04-12 07:00,8.0,0.2,0.0,95.0,10.2,7.2,1017.2,1021.0,7.0,6.0,393.0,9.3
颇林,2024-04-12 08:00,10.2,0.9,90.0,89.0,11.0,8.4,1017.5,1021.2,7.0,7.0,713.0,11.6
颇林,2024-04-12 09:00,13.8,0.6,20.0,76.0,11.9,9.6,1017.3,1021.0,4.0,4.0,1067.0,14.6
颇林,2024-04-12 10:00,17.2,0.5,50.0,68.0,13.3,11.2,1017.3,1020.9,4.0,4.0,1368.0,20.6
颇林,2024-04-12 11:00,18.1,1.4,290.0,64.0,13.2,11.1,1016.7,1020.3,2.0,2.0,2518.0,25.0
颇林,2024-04-12 12:00,19.9,2.0,270.0,53.0,12.3,10.0,1015.9,1019.5,0.0,0.0,3919.0,28.7
颇林,2024-04-12 13:00,21.2,2.3,250.0,47.0,11.8,9.4,1015.3,1018.9,0.0,0.0,2532.0,30.5
颇林,2024-04-12 14:00,21.6,2.5,270.0,51.0,13.1,11.0,1014.5,1018.1,0.0,0.0,2241.0,31.1
颇林,2024-04-12 15:00,22.7,2.4,270.0,45.0,12.4,10.1,1014.1,1017.6,0.0,0.0,3739.0,30.3
颇林,2024-04-12 16:00,21.8,2.7,340.0,48.0,12.4,10.2,1013.6,1017.2,0.0,0.0,4941.0,27.1
颇林,2024-04-12 17:00,20.9,2.9,320.0,48.0,11.8,9.4,1013.3,1016.9,0.0,0.0,4973.0,23.4
颇林,2024-04-12 18:00,19.2,2.4,320.0,54.0,11.9,9.6,1013.3,1016.9,0.0,0.0,4637.0,20.2
颇林,2024-04-12 19:00,16.7,1.3,290.0,69.0,13.0,10.9,1013.6,1017.2,0.0,0.0,3334.0,17.7
颇林,2024-04-12 20:00,15.2,1.5,290.0,75.0,12.9,10.7,1014.1,1017.8,0.0,0.0,2928.0,15.7
颇林,2024-04-12 21:00,12.7,0.9,180.0,85.0,12.4,10.2,1014.7,1018.4,0.0,0.0,1904.0,14.1
颇林,2024-04-12 22:00,11.6,0.5,160.0,91.0,12.4,10.1,1015.1,1018.8,0.0,0.0,1426.0,12.8
颇林,2024-04-12 23:00,10.6,0.2,0.0,94.0,11.9,9.6,1015.2,1018.9,0.0,0.0,855.0,11.8
颇林,2024-04-13 00:00,9.6,0.0,0.0,95.0,11.3,8.8,1015.4,1019.1,0.0,0.0,600.0,11.1
颇林,2024-04-13 01:00,9.0,0.2,0.0,98.0,11.2,8.6,1015.2,1018.9,0.0,0.0,445.0,10.3
颇林,2024-04-13 02:00,8.3,0.3,0.0,98.0,10.6,7.9,1015.4,1019.2,0.0,0.0,224.0,9.8
颇林,2024-04-13 03:00,7.5,0.0,0.0,98.0,10.1,7.1,1015.1,1018.9,0.0,0.0,236.0,9.1
颇林,2024-04-13 04:00,6.2,0.3,0.0,98.0,9.3,5.9,1015.6,1019.4,0.0,0.0,522.0,8.8
颇林,2024-04-13 05:00,6.5,0.1,0.0,99.0,9.5,6.3,1015.7,1019.5,0.0,0.0,302.0,8.3
颇林,2024-04-13 06:00,5.9,0.3,0.0,99.0,9.2,5.7,1015.8,1019.6,0.0,0.0,90.0,7.9
颇林,2024-04-13 07:00,6.5,0.3,0.0,100.0,9.6,6.4,1016.5,1020.3,0.0,0.0,33.0,8.9
颇林,2024-04-13 08:00,8.4,0.2,0.0,100.0,10.9,8.3,1016.7,1020.5,0.0,0.0,175.0,11.5
颇林,2024-04-13 09:00,13.0,0.4,0.0,93.0,13.8,11.8,1016.7,1020.4,0.0,0.0,1717.0,14.0
颇林,2024-04-13 10:00,18.0,1.2,50.0,64.0,13.1,11.0,1016.4,1020.0,0.0,0.0,2487.0,21.0
颇林,2024-04-13 11:00,21.0,1.0,20.0,49.0,12.1,9.8,1016.0,1019.6,0.0,0.0,3558.0,26.2
颇林,2024-04-13 12:00,23.1,1.6,340.0,41.0,11.6,9.1,1015.1,1018.6,0.0,0.0,4916.0,29.9
颇林,2024-04-13 13:00,25.0,1.1,50.0,37.0,11.6,9.2,1014.3,1017.8,0.0,0.0,2845.0,32.0
颇林,2024-04-13 14:00,25.7,1.9,290.0,33.0,10.9,8.2,1013.8,1017.3,0.0,0.0,,33.0
颇林,2024-04-13 15:00,25.9,2.1,270.0,36.0,11.9,9.6,1013.4,1016.9,0.0,0.0,5000.0,32.2
颇林,2024-04-13 16:00,25.3,2.7,320.0,32.0,10.3,7.4,1013.2,1016.7,0.0,0.0,1030.0,28.6
颇林,2024-04-13 17:00,24.9,2.3,290.0,40.0,12.5,10.3,1013.2,1016.7,0.0,0.0,3178.0,25.2
颇林,2024-04-13 18:00,23.2,1.9,290.0,44.0,12.4,10.2,1013.3,1016.8,0.0,0.0,4530.0,22.1
颇林,2024-04-13 19:00,19.9,1.5,340.0,57.0,13.2,11.1,1013.6,1017.2,0.0,0.0,4877.0,19.5
颇林,2024-04-13 20:00,17.6,1.0,290.0,62.0,12.4,10.2,1014.0,1017.6,0.0,0.0,4598.0,17.3
颇林,2024-04-13 21:00,15.1,1.1,200.0,73.0,12.4,10.2,1014.5,1018.2,0.0,0.0,3722.0,15.6
颇林,2024-04-13 22:00,14.0,0.7,180.0,78.0,12.4,10.2,1014.4,1018.1,0.0,0.0,3375.0,14.3
颇林,2024-04-13 23:00,12.5,0.2,0.0,83.0,11.9,9.6,1014.6,1018.3,0.0,0.0,2870.0,13.3
颇林,2024-04-14 00:00,11.5,0.1,0.0,89.0,12.0,9.7,1015.0,1018.7,0.0,0.0,2168.0,12.4
颇林,2024-04-14 01:00,10.5,0.4,0.0,92.0,11.6,9.2,1015.0,1018.7,0.0,0.0,2122.0,11.8
颇林,2024-04-14 02:00,9.7,0.2,0.0,93.0,11.2,8.6,1015.1,1018.8,0.0,0.0,1774.0,11.1
颇林,2024-04-14 03:00,8.9,0.0,0.0,96.0,10.9,8.2,1015.1,1018.8,0.0,0.0,984.0,10.6
颇林,2024-04-14 04:00,8.3,0.1,0.0,97.0,10.6,7.8,1015.3,1019.1,0.0,0.0,1256.0,10.1
颇林,2024-04-14 05:00,8.1,0.2,0.0,98.0,10.5,7.7,1015.4,1019.2,0.0,0.0,423.0,9.6
颇林,2024-04-14 06:00,7.6,0.4,0.0,99.0,10.3,7.4,1015.6,1019.4,0.0,0.0,325.0,9.3
颇林,2024-04-14 07:00,8.6,0.0,0.0,100.0,11.1,8.5,1016.0,1019.7,0.0,0.0,1018.0,9.9
颇林,2024-04-14 08:00,12.2,0.7,90.0,91.0,12.9,10.7,1016.3,1020.0,0.0,0.0,1648.0,12.9
颇林,2024-04-14 09:00,16.4,1.1,90.0,74.0,13.7,11.7,1015.9,1019.5,0.0,0.0,2572.0,15.6
颇林,2024-04-14 10:00,20.2,0.7,70.0,61.0,14.4,12.4,1015.5,1019.1,0.0,0.0,3037.0,22.1
颇林,2024-04-14 11:00,23.6,0.8,340.0,50.0,14.5,12.5,1015.0,1018.5,0.0,0.0,3559.0,27.6
颇林,2024-04-14 12:00,24.7,1.2,340.0,39.0,12.1,9.8,1014.2,1017.7,0.0,0.0,4515.0,31.2
颇林,2024-04-14 13:00,26.6,1.5,320.0,36.0,12.4,10.2,1013.3,1016.8,2.0,0.0,4555.0,33.2
颇林,2024-04-14 14:00,27.0,3.0,270.0,34.0,12.0,9.7,1012.6,1016.1,2.0,0.0,5000.0,34.0
颇林,2024-04-14 15:00,27.4,2.2,290.0,33.0,11.9,9.6,1011.7,1015.2,1.0,0.0,4730.0,33.2
颇林,2024-04-14 16:00,26.5,3.5,320.0,37.0,12.8,10.6,1011.2,1014.7,7.0,0.0,4656.0,29.5
颇林,2024-04-14 17:00,26.0,2.1,290.0,36.0,12.0,9.7,1011.6,1015.1,6.0,0.0,4956.0,26.6
颇林,2024-04-14 18:00,24.3,1.7,290.0,37.0,11.2,8.6,1011.7,1015.2,5.0,0.0,4683.0,23.3
颇林,2024-04-14 19:00,21.2,1.8,320.0,45.0,11.2,8.7,1011.7,1015.3,6.0,0.0,5000.0,20.5
颇林,2024-04-14 20:00,19.1,0.2,0.0,49.0,10.8,8.1,1011.7,1015.3,6.0,0.0,4968.0,18.4
颇林,2024-04-14 21:00,16.8,1.1,180.0,59.0,11.2,8.7,1011.8,1015.4,4.0,0.0,4670.0,17.0
颇林,2024-04-14 22:00,16.1,1.0,180.0,62.0,11.3,8.8,1011.3,1014.9,6.0,0.0,4934.0,15.8
颇林,2024-04-14 23:00,14.3,0.0,0.0,71.0,11.6,9.1,1010.9,1014.5,6.0,0.0,4720.0,15.0
颇林,2024-04-15 00:00,12.8,0.2,0.0,76.0,11.2,8.6,1010.6,1014.3,4.0,0.0,3820.0,14.0
颇林,2024-04-15 01:00,12.6,0.6,160.0,79.0,11.5,9.0,1010.1,1013.8,6.0,0.0,3404.0,13.5
颇林,2024-04-15 02:00,11.9,0.6,160.0,81.0,11.2,8.7,1009.1,1012.8,7.0,1.0,3471.0,13.1
颇林,2024-04-15 03:00,11.4,0.5,20.0,85.0,11.4,8.9,1008.0,1011.7,9.0,4.0,2643.0,13.1
颇林,2024-04-15 04:00,12.2,0.7,110.0,85.0,12.0,9.7,1007.2,1010.9,10.0,9.0,2819.0,13.3
颇林,2024-04-15 05:00,16.6,0.5,180.0,60.0,11.2,8.7,1007.2,1010.8,8.0,2.0,4971.0,14.1
颇林,2024-04-15 06:00,17.8,1.2,160.0,57.0,11.6,9.1,1006.7,1010.3,9.0,9.0,5000.0,14.3
颇林,2024-04-15 07:00,20.5,2.9,200.0,52.0,12.4,10.2,1006.2,1009.8,10.0,9.0,5000.0,15.3
颇林,2024-04-15 08:00,19.7,3.2,200.0,58.0,13.2,11.1,1006.3,1009.8,10.0,9.0,2368.0,15.6
颇林,2024-04-15 09:00,15.6,2.6,160.0,88.0,15.6,13.6,1006.0,1009.6,10.0,9.0,1014.0,15.6
颇林,2024-04-15 10:00,15.1,2.2,200.0,93.0,15.9,13.9,1006.7,1010.3,10.0,6.0,461.0,15.5
颇林,2024-04-15 11:00,15.1,0.5,320.0,96.0,16.4,14.4,1006.4,1010.0,10.0,7.0,2220.0,15.8
颇林,2024-04-15 12:00,15.3,0.5,20.0,98.0,16.9,14.9,1006.9,1010.5,10.0,9.0,469.0,16.5
颇林,2024-04-15 13:00,15.6,2.1,250.0,98.0,17.3,15.2,1006.8,1010.4,9.0,9.0,244.0,17.1
颇林,2024-04-15 14:00,15.1,1.7,250.0,99.0,16.9,14.9,1006.8,1010.4,9.0,9.0,297.0,17.3
颇林,2024-04-15 15:00,14.7,3.3,270.0,97.0,16.2,14.2,1006.1,1009.7,8.0,8.0,1539.0,19.1
颇林,2024-04-15 16:00,14.3,3.0,250.0,96.0,15.6,13.6,1005.8,1009.4,9.0,9.0,1978.0,17.3
颇林,2024-04-15 17:00,14.0,1.2,250.0,99.0,15.8,13.8,1005.9,1009.5,9.0,9.0,771.0,17.2
颇林,2024-04-15 18:00,13.1,3.3,270.0,97.0,14.6,12.6,1006.5,1010.1,7.0,7.0,1203.0,16.2
颇林,2024-04-15 19:00,11.8,3.3,270.0,97.0,13.4,11.3,1007.3,1011.0,0.0,0.0,747.0,15.1
颇林,2024-04-15 20:00,11.5,1.3,250.0,96.0,12.9,10.8,1008.1,1011.8,2.0,2.0,1653.0,14.3
颇林,2024-04-15 21:00,11.1,1.8,230.0,98.0,12.9,10.7,1009.1,1012.8,0.0,0.0,545.0,14.0
颇林,2024-04-15 22:00,11.3,1.8,230.0,98.0,13.0,10.9,1009.0,1012.7,2.0,2.0,591.0,13.7
颇林,2024-04-15 23:00,11.3,1.9,200.0,98.0,13.0,10.9,1008.9,1012.6,0.0,0.0,546.0,13.6
颇林,2024-04-16 00:00,11.1,1.6,250.0,98.0,12.9,10.7,1009.1,1012.8,2.0,2.0,538.0,13.5
颇林,2024-04-16 01:00,11.0,2.3,250.0,97.0,12.7,10.5,1009.0,1012.7,10.0,9.0,403.0,13.3
颇林,2024-04-16 02:00,10.6,2.2,250.0,98.0,12.4,10.2,1008.7,1012.4,10.0,9.0,182.0,13.1
颇林,2024-04-16 03:00,10.2,1.7,230.0,99.0,12.3,10.0,1008.3,1012.0,10.0,10.0,209.0,12.8
颇林,2024-04-16 04:00,10.5,1.0,250.0,100.0,12.6,10.4,1008.0,1011.7,6.0,6.0,348.0,12.8
颇林,2024-04-16 05:00,10.6,1.8,250.0,99.0,12.6,10.4,1008.1,1011.8,9.0,9.0,346.0,12.7
颇林,2024-04-16 06:00,10.6,1.2,270.0,100.0,12.7,10.5,1008.4,1012.1,2.0,2.0,157.0,12.6
颇林,2024-04-16 07:00,10.6,1.0,270.0,100.0,12.7,10.5,1009.2,1012.9,6.0,6.0,254.0,12.8
颇林,2024-04-16 08:00,11.0,1.6,270.0,99.0,12.9,10.8,1009.4,1013.1,7.0,7.0,1086.0,13.6
颇林,2024-04-16 09:00,11.3,1.1,250.0,97.0,12.9,10.8,1009.4,1013.1,9.0,9.0,1769.0,14.3
颇林,2024-04-16 10:00,12.0,1.4,230.0,94.0,13.1,11.0,1009.4,1013.1,9.0,9.0,1973.0,15.5
颇林,2024-04-16 11:00,12.6,2.0,270.0,87.0,12.6,10.4,1009.6,1013.3,9.0,9.0,1881.0,17.5
颇林,2024-04-16 12:00,12.3,2.3,270.0,91.0,12.9,10.8,1009.7,1013.4,9.0,9.0,1169.0,16.6
颇林,2024-04-16 13:00,12.4,2.0,270.0,91.0,13.0,10.9,1009.7,1013.4,9.0,9.0,1016.0,16.5
颇林,2024-04-16 14:00,13.4,1.9,230.0,89.0,13.7,11.6,1009.1,1012.8,9.0,9.0,1108.0,17.3
颇林,2024-04-16 15:00,15.9,1.6,270.0,77.0,13.8,11.8,1008.8,1012.4,1.0,1.0,1203.0,22.3
颇林,2024-04-16 16:00,16.1,1.8,250.0,71.0,12.9,10.8,1008.8,1012.4,1.0,1.0,1181.0,21.4
颇林,2024-04-16 17:00,15.5,2.9,270.0,78.0,13.7,11.6,1009.1,1012.7,1.0,1.0,1138.0,19.2
颇林,2024-04-16 18:00,15.1,1.6,290.0,81.0,13.8,11.8,1009.3,1012.9,1.0,1.0,1178.0,17.7
颇林,2024-04-16 19:00,12.8,1.3,290.0,89.0,13.1,11.0,1009.5,1013.2,0.0,0.0,867.0,15.1
颇林,2024-04-16 20:00,11.6,0.7,290.0,94.0,12.8,10.6,1009.8,1013.5,0.0,0.0,553.0,13.2
颇林,2024-04-16 21:00,10.1,0.3,0.0,98.0,12.0,9.7,1010.3,1014.0,0.0,0.0,281.0,12.1
颇林,2024-04-16 22:00,9.8,0.5,290.0,99.0,11.9,9.6,1010.8,1014.5,0.0,0.0,204.0,11.3
颇林,2024-04-16 23:00,9.8,0.9,180.0,100.0,12.0,9.7,1010.5,1014.2,0.0,0.0,198.0,11.1
颇林,2024-04-17 00:00,9.7,0.4,0.0,100.0,11.9,9.6,1010.7,1014.4,0.0,0.0,62.0,11.8
颇林,2024-04-17 01:00,9.5,0.7,230.0,100.0,11.8,9.4,1010.7,1014.4,0.0,0.0,11.0,12.1
颇林,2024-04-17 02:00,9.4,1.3,250.0,100.0,11.7,9.3,1010.8,1014.5,0.0,0.0,21.0,12.1
颇林,2024-04-17 03:00,9.1,1.8,270.0,100.0,11.5,9.0,1011.3,1015.0,0.0,0.0,28.0,12.0
颇林,2024-04-17 04:00,8.4,1.8,230.0,100.0,10.9,8.3,1011.3,1015.0,0.0,0.0,159.0,11.8
颇林,2024-04-17 05:00,8.3,0.7,250.0,100.0,10.9,8.2,1011.3,1015.0,0.0,0.0,153.0,11.6
颇林,2024-04-17 06:00,8.0,1.1,270.0,100.0,10.6,7.9,1011.5,1015.2,0.0,0.0,374.0,11.5
颇林,2024-04-17 07:00,8.1,0.6,290.0,100.0,10.7,8.0,1012.0,1015.7,10.0,10.0,357.0,11.8
颇林,2024-04-17 08:00,8.8,0.8,70.0,100.0,11.2,8.7,1011.8,1015.5,9.0,9.0,381.0,12.8
颇林,2024-04-17 09:00,10.0,0.6,110.0,93.0,11.4,8.9,1011.7,1015.4,8.0,8.0,667.0,15.4
颇林,2024-04-17 10:00,13.1,1.7,360.0,82.0,12.3,10.0,1011.5,1015.2,5.0,3.0,903.0,20.2
颇林,2024-04-17 11:00,15.4,1.2,230.0,67.0,11.6,9.2,1010.8,1014.4,1.0,0.0,1429.0,24.5
颇林,2024-04-17 12:00,17.0,1.4,360.0,58.0,11.2,8.6,1010.3,1013.9,1.0,0.0,1213.0,27.2
颇林,2024-04-17 13:00,19.5,1.5,320.0,52.0,11.7,9.3,1009.6,1013.2,3.0,0.0,1782.0,29.2
颇林,2024-04-17 14:00,20.0,1.9,270.0,52.0,12.1,9.8,1008.6,1012.2,5.0,0.0,1707.0,29.9
颇林,2024-04-17 15:00,20.7,2.5,250.0,52.0,12.6,10.4,1007.5,1011.1,7.0,0.0,1629.0,28.0
颇林,2024-04-17 16:00,21.0,1.8,340.0,52.0,12.9,10.7,1007.0,1010.5,8.0,0.0,1780.0,26.1
颇林,2024-04-17 17:00,19.5,2.7,270.0,56.0,12.6,10.4,1006.7,1010.2,6.0,0.0,1789.0,23.0
颇林,2024-04-17 18:00,18.7,1.9,250.0,60.0,12.9,10.7,1006.5,1010.1,6.0,0.0,1664.0,20.7
颇林,2024-04-17 19:00,16.1,1.6,340.0,67.0,12.2,9.9,1007.0,1010.6,3.0,0.0,1897.0,17.8
颇林,2024-04-17 20:00,13.5,1.1,320.0,76.0,11.7,9.3,1007.7,1011.3,0.0,0.0,2282.0,15.6
颇林,2024-04-17 21:00,11.5,0.5,180.0,87.0,11.8,9.4,1008.2,1011.9,0.0,0.0,1938.0,14.1
颇林,2024-04-17 22:00,10.1,0.1,0.0,92.0,11.3,8.8,1008.1,1011.8,0.0,0.0,1574.0,13.1
颇林,2024-04-17 23:00,9.6,0.8,180.0,95.0,11.3,8.8,1008.0,1011.7,0.0,0.0,1296.0,12.2
颇林,2024-04-18 00:00,9.0,0.0,0.0,97.0,11.1,8.5,1007.8,1011.5,0.0,0.0,895.0,11.5
颇林,2024-04-18 01:00,8.3,0.1,0.0,98.0,10.6,7.9,1007.9,1011.6,0.0,0.0,649.0,10.8
颇林,2024-04-18 02:00,7.6,0.2,0.0,99.0,10.3,7.4,1007.5,1011.2,0.0,0.0,328.0,10.3
颇林,2024-04-18 03:00,7.4,0.1,0.0,99.0,10.2,7.2,1007.1,1010.8,0.0,0.0,309.0,9.8
颇林,2024-04-18 04:00,7.0,0.0,0.0,99.0,9.9,6.8,1006.9,1010.6,0.0,0.0,402.0,9.3
颇林,2024-04-18 05:00,6.7,0.0,0.0,100.0,9.7,6.6,1007.0,1010.7,0.0,0.0,222.0,9.1
颇林,2024-04-18 06:00,6.3,0.0,0.0,100.0,9.5,6.2,1007.6,1011.4,0.0,0.0,268.0,8.6
颇林,2024-04-18 07:00,7.0,0.1,0.0,100.0,9.9,6.9,1008.1,1011.8,0.0,0.0,249.0,9.8
颇林,2024-04-18 08:00,9.5,0.3,0.0,100.0,11.8,9.4,1008.4,1012.1,0.0,0.0,373.0,12.4
颇林,2024-04-18 09:00,13.7,0.6,90.0,82.0,12.8,10.6,1008.5,1012.1,0.0,0.0,1666.0,15.8
颇林,2024-04-18 10:00,17.3,1.1,20.0,61.0,11.9,9.6,1008.5,1012.1,0.0,0.0,1939.0,20.9
颇林,2024-04-18 11:00,19.1,1.1,360.0,55.0,12.1,9.8,1008.5,1012.1,0.0,0.0,2068.0,26.0
颇林,2024-04-18 12:00,21.2,1.9,250.0,54.0,13.6,11.5,1008.0,1011.5,0.0,0.0,1832.0,29.7
颇林,2024-04-18 13:00,23.3,1.2,250.0,49.0,13.9,11.9,1007.0,1010.5,0.0,0.0,2255.0,31.8
颇林,2024-04-18 14:00,24.0,2.8,250.0,44.0,13.0,10.9,1006.3,1009.8,0.0,0.0,2771.0,32.5
颇林,2024-04-18 15:00,24.4,2.4,320.0,39.0,11.9,9.5,1005.4,1008.9,0.0,0.0,3371.0,31.2
颇林,2024-04-18 16:00,23.9,2.5,270.0,39.0,11.5,9.0,1005.0,1008.5,0.0,0.0,3648.0,28.1
颇林,2024-04-18 17:00,23.0,2.3,290.0,37.0,10.4,7.5,1005.4,1008.9,0.0,0.0,4575.0,24.2
颇林,2024-04-18 18:00,21.1,2.2,250.0,39.0,9.7,6.5,1005.7,1009.2,0.0,0.0,4703.0,21.3
颇林,2024-04-18 19:00,18.3,2.0,250.0,46.0,9.6,6.4,1006.4,1010.0,0.0,0.0,4948.0,18.7
颇林,2024-04-18 20:00,16.4,1.4,250.0,46.0,8.5,4.7,1007.3,1010.9,0.0,0.0,5000.0,16.3
颇林,2024-04-18 21:00,14.6,0.9,200.0,54.0,8.9,5.3,1008.0,1011.6,0.0,0.0,4839.0,15.0
颇林,2024-04-18 22:00,13.3,1.1,200.0,59.0,9.0,5.4,1008.3,1012.0,0.0,0.0,4525.0,13.7
颇林,2024-04-18 23:00,12.1,1.3,230.0,65.0,9.2,5.7,1008.8,1012.5,0.0,0.0,3462.0,12.8
颇林,2024-04-19 00:00,11.6,1.2,200.0,69.0,9.3,6.0,1009.3,1013.0,0.0,0.0,3157.0,12.0
颇林,2024-04-19 01:00,11.4,1.5,200.0,74.0,9.9,6.9,1009.2,1012.9,0.0,0.0,2771.0,11.5
颇林,2024-04-19 02:00,10.0,0.2,0.0,79.0,9.7,6.5,1009.2,1012.9,0.0,0.0,2597.0,11.1
颇林,2024-04-19 03:00,10.1,1.0,140.0,77.0,9.5,6.2,1008.8,1012.5,0.0,0.0,2525.0,10.6
颇林,2024-04-19 04:00,8.4,0.0,0.0,88.0,9.7,6.5,1009.2,1012.9,0.0,0.0,2263.0,10.1
颇林,2024-04-19 05:00,7.8,0.3,0.0,90.0,9.5,6.2,1009.3,1013.0,0.0,0.0,1974.0,9.8
颇林,2024-04-19 06:00,7.0,0.6,160.0,93.0,9.3,5.9,1009.6,1013.4,0.0,0.0,1627.0,9.3
颇林,2024-04-19 07:00,8.1,0.8,360.0,93.0,10.0,7.0,1010.3,1014.0,0.0,0.0,1525.0,10.1
颇林,2024-04-19 08:00,12.1,0.1,0.0,79.0,11.1,8.5,1010.9,1014.6,0.0,0.0,2536.0,12.7
颇林,2024-04-19 09:00,15.3,1.7,270.0,59.0,10.2,7.3,1011.3,1014.9,0.0,0.0,1829.0,16.2
颇林,2024-04-19 10:00,17.9,2.1,230.0,57.0,11.6,9.2,1011.1,1014.7,1.0,0.0,1666.0,20.6
颇林,2024-04-19 11:00,19.3,1.2,230.0,54.0,12.0,9.7,1010.4,1014.0,6.0,0.0,1486.0,25.7
颇林,2024-04-19 12:00,20.9,1.1,230.0,48.0,11.8,9.4,1009.6,1013.2,7.0,0.0,1406.0,29.0
颇林,2024-04-19 13:00,20.6,2.9,270.0,48.0,11.6,9.1,1009.3,1012.9,8.0,0.0,1387.0,26.8
颇林,2024-04-19 14:00,21.7,3.2,270.0,47.0,12.1,9.8,1008.8,1012.3,8.0,0.0,1376.0,27.9
颇林,2024-04-19 15:00,22.1,3.8,270.0,47.0,12.4,10.2,1008.1,1011.6,5.0,0.0,1488.0,29.2
颇林,2024-04-19 16:00,22.0,3.4,270.0,48.0,12.6,10.4,1007.8,1011.3,5.0,1.0,1372.0,26.7
颇林,2024-04-19 17:00,21.0,2.7,270.0,53.0,13.1,11.0,1007.8,1011.3,8.0,0.0,1504.0,24.1
颇林,2024-04-19 18:00,19.6,1.8,270.0,56.0,12.7,10.5,1008.0,1011.5,8.0,1.0,1761.0,21.5
颇林,2024-04-19 19:00,17.7,1.6,270.0,61.0,12.3,10.0,1008.7,1012.3,8.0,1.0,1748.0,19.0
颇林,2024-04-19 20:00,15.2,0.7,290.0,76.0,13.0,10.9,1009.4,1013.0,9.0,0.0,1498.0,17.0
颇林,2024-04-19 21:00,14.4,0.2,0.0,79.0,12.9,10.7,1009.8,1013.4,8.0,4.0,1391.0,15.9
颇林,2024-04-19 22:00,13.0,0.8,180.0,86.0,12.9,10.7,1009.9,1013.6,9.0,7.0,1162.0,15.1
颇林,2024-04-19 23:00,12.0,0.6,110.0,90.0,12.6,10.4,1009.5,1013.2,8.0,7.0,979.0,14.3
颇林,2024-04-20 00:00,11.9,0.6,360.0,93.0,12.9,10.7,1009.3,1013.0,8.0,6.0,762.0,13.8
颇林,2024-04-20 01:00,11.2,0.1,0.0,95.0,12.6,10.4,1009.5,1013.2,8.0,0.0,596.0,13.1
颇林,2024-04-20 02:00,11.6,0.5,110.0,94.0,12.8,10.6,1008.7,1012.4,10.0,9.0,670.0,13.3
颇林,2024-04-20 03:00,11.6,1.0,110.0,94.0,12.8,10.6,1008.2,1011.9,10.0,8.0,671.0,13.3
颇林,2024-04-20 04:00,11.8,0.4,0.0,92.0,12.7,10.5,1008.1,1011.8,10.0,9.0,704.0,13.3
颇林,2024-04-20 05:00,11.5,1.2,50.0,94.0,12.7,10.5,1007.5,1011.2,10.0,8.0,606.0,13.1
颇林,2024-04-20 06:00,12.1,2.5,90.0,91.0,12.8,10.6,1007.1,1010.8,10.0,9.0,648.0,13.1
颇林,2024-04-20 07:00,12.0,0.4,0.0,92.0,12.9,10.7,1007.7,1011.4,10.0,6.0,509.0,13.3
颇林,2024-04-20 08:00,13.3,2.2,140.0,83.0,12.6,10.4,1008.0,1011.7,10.0,8.0,858.0,13.3
颇林,2024-04-20 09:00,14.1,1.4,200.0,80.0,12.8,10.6,1008.8,1012.4,10.0,3.0,963.0,13.9
颇林,2024-04-20 10:00,15.8,0.9,110.0,75.0,13.4,11.3,1009.5,1013.1,10.0,5.0,933.0,15.6
颇林,2024-04-20 11:00,17.7,2.4,230.0,65.0,13.1,11.0,1009.1,1012.7,10.0,4.0,1052.0,18.6
颇林,2024-04-20 12:00,17.6,1.3,200.0,62.0,12.4,10.2,1008.6,1012.2,10.0,8.0,1201.0,19.3
颇林,2024-04-20 13:00,17.6,1.8,140.0,65.0,13.0,10.9,1008.1,1011.7,10.0,10.0,1792.0,19.2
颇林,2024-04-20 14:00,16.1,1.8,110.0,76.0,13.8,11.8,1007.4,1011.0,10.0,9.0,1860.0,19.0
颇林,2024-04-20 15:00,15.1,2.6,90.0,82.0,14.0,12.0,1006.7,1010.3,10.0,10.0,882.0,18.1
颇林,2024-04-20 16:00,13.8,1.6,110.0,93.0,14.6,12.6,1006.8,1010.4,10.0,10.0,320.0,17.2
颇林,2024-04-20 17:00,13.4,3.1,70.0,97.0,14.9,12.9,1006.6,1010.2,9.0,9.0,285.0,16.2
颇林,2024-04-20 18:00,13.3,1.5,70.0,97.0,14.8,12.8,1007.0,1010.6,9.0,9.0,277.0,15.8
颇林,2024-04-20 19:00,12.6,2.3,90.0,98.0,14.2,12.2,1007.1,1010.8,9.0,9.0,664.0,15.1
