ÁöÁ¡¸í,ÀÏ½Ã,±â¿Â(¡ÆC),Ç³¼Ó(m/s),Ç³Çâ(16¹æÀ§),½Àµµ(%),Áõ±â¾Ð(hPa),ÀÌ½½Á¡¿Âµµ(¡ÆC),ÇöÁö±â¾Ð(hPa),ÇØ¸é±â¾Ð(hPa),Àü¿î·®(10ºÐÀ§),ÁßÇÏÃþ¿î·®(10ºÐÀ§),½ÃÁ¤(10m),Áö¸é¿Âµµ(¡ÆC)
¼­±ÍÆ÷,2024-03-01 15:00,6.3,3.5,160.0,46.0,4.4,-4.4,1013.6,1020.0,7.0,3.0,5000.0,12.6
¼­±ÍÆ÷,2024-03-01 16:00,5.7,2.1,320.0,43.0,3.9,-5.9,1015.2,1021.6,4.0,4.0,5000.0,8.0
¼­±ÍÆ÷,2024-03-01 17:00,3.6,2.3,250.0,50.0,4.0,-5.8,1016.0,1022.5,8.0,3.0,5000.0,6.4
¼­±ÍÆ÷,2024-03-01 18:00,3.0,1.5,340.0,48.0,3.6,-6.9,1016.4,1022.9,7.0,2.0,4996.0,3.3
¼­±ÍÆ÷,2024-03-01 19:00,1.8,1.7,250.0,50.0,3.5,-7.5,1017.1,1023.6,8.0,2.0,4939.0,1.5
¼­±ÍÆ÷,2024-03-01 20:00,1.4,2.2,250.0,53.0,3.6,-7.1,1018.4,1025.0,7.0,1.0,5000.0,1.1
¼­±ÍÆ÷,2024-03-01 21:00,1.6,2.0,200.0,56.0,3.8,-6.2,1018.7,1025.3,7.0,6.0,4979.0,0.8
¼­±ÍÆ÷,2024-03-01 22:00,1.1,1.3,50.0,62.0,4.1,-5.3,1019.0,1025.6,8.0,6.0,5000.0,0.2
¼­±ÍÆ÷,2024-03-01 23:00,1.2,1.8,50.0,59.0,3.9,-5.9,1019.1,1025.7,9.0,5.0,4989.0,0.3
¼­±ÍÆ÷,2024-03-02 00:00,1.0,0.9,70.0,57.0,3.8,-6.5,1018.5,1025.1,8.0,6.0,5000.0,0.1
¼­±ÍÆ÷,2024-03-02 01:00,1.1,1.3,230.0,59.0,3.9,-6.0,1018.8,1025.4,9.0,0.0,5000.0,0.2
¼­±ÍÆ÷,2024-03-02 02:00,1.2,1.8,230.0,61.0,4.1,-5.5,1018.9,1025.5,6.0,1.0,5000.0,0.1
¼­±ÍÆ÷,2024-03-02 03:00,1.0,2.0,50.0,62.0,4.1,-5.4,1018.8,1025.4,7.0,7.0,5000.0,-0.8
¼­±ÍÆ÷,2024-03-02 04:00,1.1,1.1,270.0,59.0,3.9,-6.0,1018.1,1024.7,7.0,6.0,5000.0,-0.4
¼­±ÍÆ÷,2024-03-02 05:00,1.3,1.0,200.0,64.0,4.3,-4.7,1018.2,1024.8,8.0,8.0,5000.0,-0.1
¼­±ÍÆ÷,2024-03-02 06:00,1.0,1.9,50.0,67.0,4.4,-4.4,1018.2,1024.8,7.0,7.0,5000.0,-0.9
¼­±ÍÆ÷,2024-03-02 07:00,1.1,0.8,250.0,65.0,4.3,-4.7,1018.8,1025.4,7.0,7.0,5000.0,-0.4
¼­±ÍÆ÷,2024-03-02 08:00,1.6,0.7,50.0,66.0,4.5,-4.0,1019.4,1026.0,7.0,7.0,5000.0,0.6
¼­±ÍÆ÷,2024-03-02 09:00,2.3,0.6,200.0,64.0,4.6,-3.8,1019.4,1025.9,4.0,4.0,5000.0,4.2
¼­±ÍÆ÷,2024-03-02 10:00,4.0,0.9,50.0,54.0,4.4,-4.4,1019.3,1025.8,5.0,3.0,5000.0,15.4
¼­±ÍÆ÷,2024-03-02 11:00,5.4,1.6,180.0,55.0,4.9,-2.9,1019.6,1026.1,6.0,3.0,5000.0,21.6
¼­±ÍÆ÷,2024-03-02 12:00,6.3,2.7,230.0,36.0,3.4,-7.7,1018.3,1024.7,7.0,0.0,5000.0,19.3
¼­±ÍÆ÷,2024-03-02 13:00,7.7,2.8,200.0,39.0,4.1,-5.4,1016.9,1023.3,3.0,1.0,5000.0,24.5
¼­±ÍÆ÷,2024-03-02 14:00,8.4,3.3,230.0,36.0,4.0,-5.8,1015.6,1022.0,1.0,1.0,5000.0,26.0
¼­±ÍÆ÷,2024-03-02 15:00,7.6,3.4,270.0,39.0,4.1,-5.4,1015.1,1021.5,2.0,2.0,5000.0,13.6
¼­±ÍÆ÷,2024-03-02 16:00,7.1,3.9,270.0,40.0,4.0,-5.6,1014.7,1021.1,3.0,3.0,5000.0,10.5
¼­±ÍÆ÷,2024-03-02 17:00,7.3,2.8,270.0,42.0,4.3,-4.7,1014.8,1021.2,3.0,3.0,5000.0,10.1
¼­±ÍÆ÷,2024-03-02 18:00,5.5,1.6,270.0,49.0,4.4,-4.3,1015.4,1021.8,4.0,4.0,5000.0,6.0
¼­±ÍÆ÷,2024-03-02 19:00,4.9,1.7,250.0,53.0,4.6,-3.8,1015.7,1022.2,5.0,3.0,4986.0,4.3
¼­±ÍÆ÷,2024-03-02 20:00,4.6,0.5,320.0,55.0,4.7,-3.6,1016.2,1022.7,8.0,8.0,4728.0,3.9
¼­±ÍÆ÷,2024-03-02 21:00,5.0,0.5,320.0,52.0,4.5,-4.0,1016.3,1022.8,8.0,8.0,4850.0,4.1
¼­±ÍÆ÷,2024-03-02 22:00,5.4,1.2,270.0,51.0,4.6,-3.9,1016.3,1022.8,8.0,8.0,3480.0,4.2
¼­±ÍÆ÷,2024-03-02 23:00,5.4,0.6,320.0,48.0,4.3,-4.7,1016.0,1022.5,8.0,8.0,3413.0,4.0
¼­±ÍÆ÷,2024-03-03 00:00,5.4,0.8,290.0,52.0,4.7,-3.6,1015.8,1022.3,8.0,8.0,3048.0,3.3
¼­±ÍÆ÷,2024-03-03 01:00,5.2,1.3,290.0,52.0,4.6,-3.8,1016.2,1022.7,8.0,8.0,2580.0,2.6
¼­±ÍÆ÷,2024-03-03 02:00,4.3,0.6,320.0,54.0,4.5,-4.2,1016.5,1023.0,5.0,0.0,2558.0,1.4
¼­±ÍÆ÷,2024-03-03 03:00,4.1,0.8,340.0,57.0,4.7,-3.6,1016.1,1022.6,4.0,4.0,2318.0,1.1
¼­±ÍÆ÷,2024-03-03 04:00,4.7,0.5,290.0,58.0,5.0,-2.8,1015.8,1022.3,8.0,8.0,2122.0,2.0
¼­±ÍÆ÷,2024-03-03 05:00,5.1,0.5,340.0,58.0,5.1,-2.4,1015.5,1022.0,8.0,8.0,1973.0,2.3
¼­±ÍÆ÷,2024-03-03 06:00,5.6,0.8,290.0,57.0,5.2,-2.2,1015.4,1021.8,8.0,8.0,2001.0,3.2
¼­±ÍÆ÷,2024-03-03 07:00,5.3,0.2,0.0,59.0,5.3,-2.0,1015.7,1022.2,7.0,7.0,1805.0,2.3
¼­±ÍÆ÷,2024-03-03 08:00,5.8,1.0,20.0,59.0,5.4,-1.6,1015.8,1022.2,8.0,8.0,1745.0,4.5
¼­±ÍÆ÷,2024-03-03 09:00,7.2,0.3,0.0,57.0,5.8,-0.7,1016.1,1022.5,8.0,8.0,1696.0,7.7
¼­±ÍÆ÷,2024-03-03 10:00,8.6,1.2,270.0,54.0,6.0,-0.2,1016.3,1022.7,9.0,9.0,1593.0,13.2
¼­±ÍÆ÷,2024-03-03 11:00,9.3,2.2,230.0,53.0,6.2,0.1,1016.3,1022.6,10.0,8.0,1473.0,12.3
¼­±ÍÆ÷,2024-03-03 12:00,8.3,1.8,270.0,60.0,6.5,0.9,1016.8,1023.2,10.0,9.0,1190.0,9.2
¼­±ÍÆ÷,2024-03-03 13:00,8.2,1.3,320.0,66.0,7.2,2.2,1016.1,1022.5,10.0,8.0,1091.0,9.0
¼­±ÍÆ÷,2024-03-03 14:00,9.8,1.8,250.0,59.0,7.1,2.1,1014.7,1021.0,10.0,7.0,1278.0,12.1
¼­±ÍÆ÷,2024-03-03 15:00,9.9,1.8,270.0,54.0,6.6,1.0,1014.4,1020.7,9.0,9.0,1427.0,12.7
¼­±ÍÆ÷,2024-03-03 16:00,10.5,1.7,250.0,55.0,7.0,1.8,1014.2,1020.5,9.0,9.0,1416.0,11.9
¼­±ÍÆ÷,2024-03-03 17:00,10.4,2.0,250.0,51.0,6.4,0.6,1014.2,1020.5,8.0,8.0,1525.0,10.4
¼­±ÍÆ÷,2024-03-03 18:00,10.0,1.6,270.0,51.0,6.2,0.3,1014.6,1020.9,8.0,6.0,1499.0,8.3
¼­±ÍÆ÷,2024-03-03 19:00,9.2,0.7,270.0,55.0,6.4,0.6,1014.8,1021.1,6.0,6.0,1420.0,6.6
¼­±ÍÆ÷,2024-03-03 20:00,8.0,0.4,0.0,60.0,6.4,0.6,1015.3,1021.7,5.0,4.0,1279.0,5.0
¼­±ÍÆ÷,2024-03-03 21:00,7.2,0.4,0.0,62.0,6.2,0.3,1015.5,1021.9,6.0,3.0,1309.0,3.9
¼­±ÍÆ÷,2024-03-03 22:00,7.5,1.4,360.0,59.0,6.1,0.0,1015.6,1022.0,8.0,0.0,1343.0,4.0
¼­±ÍÆ÷,2024-03-03 23:00,7.5,1.6,360.0,60.0,6.2,0.2,1015.6,1022.0,8.0,0.0,1255.0,4.1
¼­±ÍÆ÷,2024-03-04 00:00,7.5,0.8,360.0,62.0,6.4,0.6,1016.2,1022.6,8.0,0.0,1420.0,4.0
¼­±ÍÆ÷,2024-03-04 01:00,7.5,0.8,360.0,61.0,6.3,0.4,1016.5,1022.9,8.0,0.0,1506.0,3.8
¼­±ÍÆ÷,2024-03-04 02:00,7.2,0.8,360.0,61.0,6.2,0.1,1016.7,1023.1,5.0,0.0,1589.0,3.3
¼­±ÍÆ÷,2024-03-04 03:00,6.8,0.6,360.0,61.0,6.0,-0.2,1016.6,1023.0,4.0,2.0,1621.0,2.9
¼­±ÍÆ÷,2024-03-04 04:00,7.0,1.6,360.0,61.0,6.1,0.0,1016.4,1022.8,4.0,0.0,1634.0,3.0
¼­±ÍÆ÷,2024-03-04 05:00,6.3,1.6,360.0,63.0,6.0,-0.2,1016.0,1022.4,0.0,0.0,1644.0,2.8
¼­±ÍÆ÷,2024-03-04 06:00,5.8,1.7,360.0,64.0,5.9,-0.4,1016.1,1022.5,6.0,0.0,1758.0,2.8
¼­±ÍÆ÷,2024-03-04 07:00,6.0,1.9,20.0,65.0,6.1,0.0,1016.3,1022.7,8.0,0.0,1757.0,3.4
¼­±ÍÆ÷,2024-03-04 08:00,7.1,1.7,20.0,65.0,6.5,0.9,1016.7,1023.1,8.0,7.0,1696.0,5.3
¼­±ÍÆ÷,2024-03-04 09:00,10.4,1.3,20.0,54.0,6.8,1.4,1016.5,1022.8,7.0,0.0,1663.0,10.7
¼­±ÍÆ÷,2024-03-04 10:00,11.9,2.1,50.0,52.0,7.2,2.3,1016.4,1022.7,8.0,0.0,1864.0,16.8
¼­±ÍÆ÷,2024-03-04 11:00,12.6,1.5,70.0,52.0,7.5,2.9,1016.1,1022.4,7.0,6.0,2002.0,19.4
¼­±ÍÆ÷,2024-03-04 12:00,12.6,1.7,160.0,53.0,7.7,3.2,1015.6,1021.9,10.0,7.0,2359.0,19.1
¼­±ÍÆ÷,2024-03-04 13:00,12.7,1.2,160.0,56.0,8.2,4.1,1014.8,1021.1,10.0,6.0,2504.0,15.3
¼­±ÍÆ÷,2024-03-04 14:00,12.3,1.1,140.0,57.0,8.1,4.0,1013.8,1020.1,10.0,7.0,2370.0,12.8
¼­±ÍÆ÷,2024-03-04 15:00,12.1,1.0,90.0,62.0,8.7,5.0,1013.3,1019.6,10.0,8.0,2461.0,11.3
¼­±ÍÆ÷,2024-03-04 16:00,11.2,1.1,50.0,68.0,9.0,5.5,1012.7,1019.0,10.0,8.0,1712.0,10.1
¼­±ÍÆ÷,2024-03-04 17:00,10.1,2.0,50.0,80.0,9.8,6.7,1012.1,1018.4,10.0,8.0,789.0,9.5
¼­±ÍÆ÷,2024-03-04 18:00,9.7,2.6,20.0,86.0,10.3,7.4,1011.8,1018.1,10.0,9.0,675.0,9.1
¼­±ÍÆ÷,2024-03-04 19:00,9.4,2.5,50.0,87.0,10.2,7.3,1011.2,1017.5,10.0,9.0,492.0,8.9
¼­±ÍÆ÷,2024-03-04 20:00,9.4,2.4,50.0,93.0,10.9,8.3,1011.3,1017.6,10.0,9.0,392.0,9.1
¼­±ÍÆ÷,2024-03-04 21:00,9.6,3.5,50.0,94.0,11.2,8.6,1010.8,1017.1,10.0,9.0,267.0,9.3
¼­±ÍÆ÷,2024-03-04 22:00,10.1,4.3,70.0,95.0,11.7,9.3,1009.8,1016.1,10.0,9.0,352.0,9.6
¼­±ÍÆ÷,2024-03-04 23:00,10.3,4.1,70.0,95.0,11.9,9.5,1010.0,1016.3,10.0,9.0,511.0,9.8
¼­±ÍÆ÷,2024-03-05 00:00,9.9,3.5,50.0,92.0,11.2,8.6,1008.8,1015.1,10.0,8.0,851.0,9.4
¼­±ÍÆ÷,2024-03-05 01:00,9.4,3.8,50.0,92.0,10.8,8.1,1008.0,1014.3,10.0,7.0,827.0,9.1
¼­±ÍÆ÷,2024-03-05 02:00,9.8,3.4,50.0,92.0,11.1,8.5,1007.3,1013.6,10.0,9.0,446.0,9.2
¼­±ÍÆ÷,2024-03-05 03:00,10.4,3.6,50.0,92.0,11.6,9.1,1006.4,1012.7,10.0,9.0,1131.0,9.6
¼­±ÍÆ÷,2024-03-05 04:00,10.9,3.0,50.0,92.0,11.9,9.6,1005.2,1011.4,10.0,9.0,4893.0,10.0
¼­±ÍÆ÷,2024-03-05 05:00,10.8,3.6,50.0,94.0,12.1,9.8,1004.8,1011.0,10.0,9.0,411.0,10.2
¼­±ÍÆ÷,2024-03-05 06:00,10.9,3.0,50.0,94.0,12.2,9.9,1004.1,1010.3,10.0,8.0,877.0,10.3
¼­±ÍÆ÷,2024-03-05 07:00,10.9,3.8,70.0,93.0,12.1,9.8,1003.7,1009.9,10.0,8.0,946.0,10.3
¼­±ÍÆ÷,2024-03-05 08:00,11.2,3.0,50.0,92.0,12.2,9.9,1003.5,1009.7,10.0,6.0,1487.0,10.5
¼­±ÍÆ÷,2024-03-05 09:00,11.3,3.7,50.0,93.0,12.4,10.2,1003.4,1009.6,10.0,7.0,689.0,10.9
¼­±ÍÆ÷,2024-03-05 10:00,11.9,3.2,50.0,89.0,12.4,10.1,1003.2,1009.4,10.0,7.0,4939.0,11.4
¼­±ÍÆ÷,2024-03-05 11:00,12.0,3.7,50.0,90.0,12.6,10.4,1002.5,1008.7,10.0,7.0,3039.0,12.0
¼­±ÍÆ÷,2024-03-05 12:00,12.2,4.5,70.0,91.0,12.9,10.7,1002.1,1008.3,10.0,7.0,2377.0,12.3
¼­±ÍÆ÷,2024-03-05 13:00,11.8,4.5,70.0,91.0,12.5,10.3,1001.3,1007.5,10.0,5.0,1542.0,12.4
¼­±ÍÆ÷,2024-03-05 14:00,11.7,4.7,70.0,89.0,12.2,9.9,1000.7,1006.9,10.0,7.0,4054.0,11.6
¼­±ÍÆ÷,2024-03-05 15:00,11.5,4.0,70.0,90.0,12.2,9.9,1000.0,1006.2,10.0,9.0,424.0,11.3
¼­±ÍÆ÷,2024-03-05 16:00,11.4,5.3,70.0,90.0,12.1,9.8,1000.0,1006.2,10.0,9.0,636.0,11.2
¼­±ÍÆ÷,2024-03-05 17:00,11.5,4.3,50.0,88.0,11.9,9.5,1000.1,1006.3,10.0,8.0,4019.0,11.5
¼­±ÍÆ÷,2024-03-05 18:00,11.0,4.7,50.0,88.0,11.5,9.0,1000.7,1006.9,10.0,6.0,2724.0,10.6
¼­±ÍÆ÷,2024-03-05 19:00,10.8,4.6,70.0,89.0,11.5,9.0,1001.8,1008.0,10.0,9.0,1549.0,10.2
¼­±ÍÆ÷,2024-03-05 20:00,10.9,3.7,50.0,87.0,11.3,8.8,1002.7,1008.9,10.0,10.0,3564.0,10.1
¼­±ÍÆ÷,2024-03-05 21:00,10.5,4.1,50.0,87.0,11.0,8.4,1003.2,1009.4,10.0,9.0,3015.0,9.7
¼­±ÍÆ÷,2024-03-05 22:00,10.4,3.6,50.0,86.0,10.8,8.1,1003.8,1010.1,10.0,9.0,4134.0,9.6
¼­±ÍÆ÷,2024-03-05 23:00,10.3,3.6,50.0,84.0,10.5,7.7,1003.8,1010.1,10.0,3.0,4920.0,9.5
¼­±ÍÆ÷,2024-03-06 00:00,10.4,3.6,50.0,82.0,10.3,7.4,1003.7,1010.0,10.0,9.0,4968.0,9.3
¼­±ÍÆ÷,2024-03-06 01:00,10.3,3.2,50.0,82.0,10.2,7.3,1003.6,1009.9,10.0,10.0,4758.0,9.3
¼­±ÍÆ÷,2024-03-06 02:00,10.1,3.9,50.0,78.0,9.6,6.4,1004.4,1010.7,10.0,7.0,5000.0,8.9
¼­±ÍÆ÷,2024-03-06 03:00,9.9,4.0,50.0,78.0,9.5,6.2,1004.3,1010.6,10.0,7.0,5000.0,8.7
¼­±ÍÆ÷,2024-03-06 04:00,9.8,3.4,50.0,79.0,9.5,6.3,1004.5,1010.8,10.0,8.0,4988.0,8.7
¼­±ÍÆ÷,2024-03-06 05:00,9.9,3.9,70.0,78.0,9.5,6.2,1005.2,1011.5,10.0,7.0,5000.0,8.6
¼­±ÍÆ÷,2024-03-06 06:00,9.7,3.3,50.0,79.0,9.5,6.2,1005.8,1012.1,10.0,9.0,5000.0,8.5
¼­±ÍÆ÷,2024-03-06 07:00,9.6,3.0,50.0,78.0,9.3,5.9,1006.8,1013.1,10.0,9.0,4833.0,8.4
¼­±ÍÆ÷,2024-03-06 08:00,9.3,3.1,50.0,78.0,9.1,5.6,1007.2,1013.5,10.0,8.0,5000.0,8.8
¼­±ÍÆ÷,2024-03-06 09:00,9.8,3.7,50.0,74.0,8.9,5.3,1007.7,1014.0,10.0,8.0,5000.0,10.1
¼­±ÍÆ÷,2024-03-06 10:00,10.4,3.2,50.0,70.0,8.8,5.1,1008.3,1014.6,10.0,7.0,4928.0,12.3
¼­±ÍÆ÷,2024-03-06 11:00,10.9,2.8,50.0,69.0,9.0,5.4,1008.7,1015.0,9.0,9.0,4957.0,13.6
¼­±ÍÆ÷,2024-03-06 12:00,11.6,3.9,50.0,65.0,8.8,5.2,1008.9,1015.1,10.0,8.0,4489.0,16.3
¼­±ÍÆ÷,2024-03-06 13:00,11.5,3.1,50.0,66.0,8.9,5.3,1008.0,1014.2,10.0,6.0,4594.0,15.1
¼­±ÍÆ÷,2024-03-06 14:00,11.4,3.4,70.0,66.0,8.8,5.2,1007.9,1014.1,10.0,8.0,3983.0,13.8
¼­±ÍÆ÷,2024-03-06 15:00,11.5,3.4,70.0,62.0,8.4,4.4,1007.6,1013.8,10.0,8.0,4722.0,11.9
¼­±ÍÆ÷,2024-03-06 16:00,11.6,2.6,50.0,61.0,8.3,4.3,1008.0,1014.2,10.0,8.0,4997.0,11.6
¼­±ÍÆ÷,2024-03-06 17:00,11.7,2.2,50.0,57.0,7.8,3.4,1008.6,1014.8,10.0,7.0,5000.0,11.4
¼­±ÍÆ÷,2024-03-06 18:00,11.2,0.2,0.0,62.0,8.2,4.1,1009.5,1015.8,10.0,6.0,4548.0,10.3
¼­±ÍÆ÷,2024-03-06 19:00,10.8,0.6,360.0,57.0,7.4,2.6,1010.2,1016.5,6.0,3.0,4701.0,8.2
¼­±ÍÆ÷,2024-03-06 20:00,9.8,1.0,360.0,72.0,8.7,4.9,1010.5,1016.8,7.0,0.0,2726.0,7.4
¼­±ÍÆ÷,2024-03-06 21:00,9.1,1.0,360.0,73.0,8.4,4.5,1011.0,1017.3,5.0,0.0,3028.0,6.7
¼­±ÍÆ÷,2024-03-06 22:00,8.1,1.6,360.0,77.0,8.3,4.3,1011.7,1018.0,5.0,0.0,3603.0,6.3
¼­±ÍÆ÷,2024-03-06 23:00,8.3,1.5,360.0,73.0,8.0,3.7,1011.8,1018.1,0.0,0.0,3609.0,5.8
¼­±ÍÆ÷,2024-03-07 00:00,7.5,1.5,360.0,75.0,7.7,3.3,1011.8,1018.2,0.0,0.0,3561.0,5.4
¼­±ÍÆ÷,2024-03-07 01:00,7.3,1.7,360.0,77.0,7.8,3.5,1011.9,1018.3,0.0,0.0,3600.0,5.1
¼­±ÍÆ÷,2024-03-07 02:00,7.0,2.3,360.0,74.0,7.4,2.6,1011.5,1017.9,0.0,0.0,3362.0,4.7
¼­±ÍÆ÷,2024-03-07 03:00,7.2,1.8,360.0,68.0,6.9,1.6,1011.4,1017.8,0.0,0.0,3451.0,4.5
¼­±ÍÆ÷,2024-03-07 04:00,6.9,1.8,360.0,65.0,6.4,0.7,1011.3,1017.7,0.0,0.0,3465.0,4.1
¼­±ÍÆ÷,2024-03-07 05:00,6.3,1.9,360.0,66.0,6.3,0.4,1010.9,1017.3,0.0,0.0,3391.0,3.7
¼­±ÍÆ÷,2024-03-07 06:00,6.4,1.9,360.0,67.0,6.4,0.7,1011.1,1017.5,0.0,0.0,2967.0,3.7
¼­±ÍÆ÷,2024-03-07 07:00,6.5,1.6,360.0,69.0,6.7,1.2,1011.7,1018.1,0.0,0.0,2721.0,3.7
¼­±ÍÆ÷,2024-03-07 08:00,7.5,1.6,360.0,69.0,7.1,2.1,1012.1,1018.5,0.0,0.0,2584.0,5.4
¼­±ÍÆ÷,2024-03-07 09:00,10.5,0.6,50.0,65.0,8.2,4.1,1012.3,1018.6,0.0,0.0,2472.0,12.6
¼­±ÍÆ÷,2024-03-07 10:00,12.3,1.8,180.0,55.0,7.8,3.5,1011.9,1018.1,1.0,1.0,3227.0,19.9
¼­±ÍÆ÷,2024-03-07 11:00,13.0,2.6,200.0,61.0,9.1,5.6,1012.0,1018.2,2.0,2.0,3192.0,23.5
¼­±ÍÆ÷,2024-03-07 12:00,13.2,2.6,230.0,49.0,7.4,2.7,1011.6,1017.8,2.0,1.0,3689.0,25.1
¼­±ÍÆ÷,2024-03-07 13:00,13.6,2.7,200.0,37.0,5.8,-0.8,1010.6,1016.8,6.0,1.0,5000.0,25.1
¼­±ÍÆ÷,2024-03-07 14:00,13.9,2.9,50.0,23.0,3.6,-6.9,1009.5,1015.7,5.0,0.0,5000.0,23.6
¼­±ÍÆ÷,2024-03-07 15:00,12.8,2.2,180.0,40.0,5.9,-0.4,1009.2,1015.4,7.0,0.0,5000.0,16.2
¼­±ÍÆ÷,2024-03-07 16:00,12.8,2.3,180.0,38.0,5.6,-1.1,1009.1,1015.3,9.0,0.0,5000.0,14.4
¼­±ÍÆ÷,2024-03-07 17:00,12.7,1.4,360.0,31.0,4.5,-4.0,1008.7,1014.9,9.0,0.0,5000.0,12.6
¼­±ÍÆ÷,2024-03-07 18:00,10.0,1.9,250.0,26.0,3.2,-8.6,1009.8,1016.1,8.0,0.0,5000.0,9.5
¼­±ÍÆ÷,2024-03-07 19:00,9.2,0.8,360.0,37.0,4.3,-4.7,1009.8,1016.1,7.0,5.0,5000.0,7.1
¼­±ÍÆ÷,2024-03-07 20:00,8.2,2.0,50.0,45.0,4.9,-3.0,1009.8,1016.1,6.0,6.0,5000.0,5.7
¼­±ÍÆ÷,2024-03-07 21:00,7.9,1.2,200.0,43.0,4.6,-3.9,1010.4,1016.7,6.0,0.0,5000.0,5.2
¼­±ÍÆ÷,2024-03-07 22:00,6.8,0.9,360.0,54.0,5.4,-1.8,1010.8,1017.2,0.0,0.0,4914.0,4.3
¼­±ÍÆ÷,2024-03-07 23:00,6.2,0.9,360.0,58.0,5.5,-1.4,1011.1,1017.5,0.0,0.0,4881.0,3.6
¼­±ÍÆ÷,2024-03-08 00:00,6.0,0.6,270.0,60.0,5.6,-1.1,1011.1,1017.5,0.0,0.0,4955.0,2.9
¼­±ÍÆ÷,2024-03-08 01:00,6.0,1.7,20.0,58.0,5.4,-1.6,1011.3,1017.7,0.0,0.0,5000.0,2.9
¼­±ÍÆ÷,2024-03-08 02:00,6.1,0.8,360.0,56.0,5.3,-2.0,1011.4,1017.8,0.0,0.0,5000.0,2.6
¼­±ÍÆ÷,2024-03-08 03:00,7.0,0.9,230.0,51.0,5.1,-2.4,1011.3,1017.7,0.0,0.0,5000.0,2.4
¼­±ÍÆ÷,2024-03-08 04:00,6.5,1.6,360.0,49.0,4.8,-3.4,1011.3,1017.7,0.0,0.0,5000.0,2.5
¼­±ÍÆ÷,2024-03-08 05:00,6.6,0.9,270.0,38.0,3.7,-6.7,1010.9,1017.3,0.0,0.0,5000.0,1.9
¼­±ÍÆ÷,2024-03-08 06:00,6.6,1.9,340.0,40.0,3.9,-6.0,1011.7,1018.1,4.0,4.0,4973.0,2.1
¼­±ÍÆ÷,2024-03-08 07:00,7.6,2.9,230.0,27.0,2.8,-10.2,1012.1,1018.5,2.0,1.0,5000.0,2.2
¼­±ÍÆ÷,2024-03-08 08:00,7.5,1.3,340.0,38.0,3.9,-5.9,1013.0,1019.4,2.0,2.0,4606.0,3.3
¼­±ÍÆ÷,2024-03-08 09:00,7.7,2.1,340.0,42.0,4.4,-4.4,1013.9,1020.3,2.0,2.0,1767.0,7.7
¼­±ÍÆ÷,2024-03-08 10:00,9.2,1.2,340.0,43.0,5.0,-2.7,1014.0,1020.3,3.0,3.0,1769.0,15.4
¼­±ÍÆ÷,2024-03-08 11:00,10.7,2.1,290.0,38.0,4.9,-3.0,1013.8,1020.1,4.0,4.0,1715.0,20.4
¼­±ÍÆ÷,2024-03-08 12:00,10.5,2.2,340.0,36.0,4.6,-3.9,1014.1,1020.4,3.0,3.0,2356.0,20.8
¼­±ÍÆ÷,2024-03-08 13:00,10.2,3.1,340.0,36.0,4.5,-4.2,1014.0,1020.3,2.0,2.0,2981.0,18.8
¼­±ÍÆ÷,2024-03-08 14:00,10.9,2.4,320.0,32.0,4.2,-5.1,1013.5,1019.8,1.0,1.0,3460.0,22.2
¼­±ÍÆ÷,2024-03-08 15:00,11.0,2.0,320.0,30.0,3.9,-5.9,1013.4,1019.7,0.0,0.0,4854.0,12.5
¼­±ÍÆ÷,2024-03-08 16:00,9.3,3.8,270.0,34.0,4.0,-5.7,1012.9,1019.2,0.0,0.0,4737.0,8.9
¼­±ÍÆ÷,2024-03-08 17:00,8.9,3.1,270.0,40.0,4.6,-3.9,1013.2,1019.5,0.0,0.0,4602.0,7.7
¼­±ÍÆ÷,2024-03-08 18:00,7.4,2.3,270.0,45.0,4.6,-3.7,1013.2,1019.6,2.0,2.0,3984.0,5.7
¼­±ÍÆ÷,2024-03-08 19:00,6.8,1.8,270.0,49.0,4.9,-3.1,1013.8,1020.2,0.0,0.0,3850.0,4.3
¼­±ÍÆ÷,2024-03-08 20:00,7.1,1.2,320.0,45.0,4.5,-4.0,1014.2,1020.6,0.0,0.0,2964.0,3.7
¼­±ÍÆ÷,2024-03-08 21:00,6.6,2.1,270.0,47.0,4.6,-3.9,1015.1,1021.5,4.0,4.0,2586.0,3.3
¼­±ÍÆ÷,2024-03-08 22:00,6.4,2.5,270.0,48.0,4.6,-3.8,1015.5,1021.9,0.0,0.0,2118.0,3.2
¼­±ÍÆ÷,2024-03-08 23:00,6.2,2.5,270.0,52.0,4.9,-2.9,1015.6,1022.0,0.0,0.0,2585.0,3.0
¼­±ÍÆ÷,2024-03-09 00:00,5.8,1.1,340.0,50.0,4.6,-3.8,1015.5,1021.9,2.0,2.0,2704.0,2.4
¼­±ÍÆ÷,2024-03-09 01:00,5.6,1.8,360.0,50.0,4.5,-4.0,1016.0,1022.4,0.0,0.0,3075.0,2.0
¼­±ÍÆ÷,2024-03-09 02:00,5.6,0.9,230.0,48.0,4.4,-4.5,1015.9,1022.3,0.0,0.0,4132.0,1.5
¼­±ÍÆ÷,2024-03-09 03:00,4.0,0.5,340.0,60.0,4.9,-3.0,1015.9,1022.4,3.0,3.0,3031.0,1.1
¼­±ÍÆ÷,2024-03-09 04:00,3.8,1.6,20.0,60.0,4.8,-3.2,1015.8,1022.3,4.0,4.0,3318.0,1.1
